902/921,920,901,status,main_number,cd,number,[HL]GPレンズ検索シート,brand_name,color_name,wearing_period,price,pcs,maxpower,dia,g_dia,bc,water_content,kinou,spec,obj_color,bandle,/Users/asano/Desktop/data_sample/Links/,lens_gazou,kurome_gazou,chame_gazou,sample_image,lens_image,black_eyes,brown_eyes,/Users/asano/マイドライブ（yuuki-asano@hotelovers.co.jp）/【※フォルダ名編集禁止】109販促画像格納/1day,/Users/asano/Desktop/data/Links/,power,bandle_siji,QUIZ_E&J,QUIZ_Cc,comment,delete_comment,cc_main_number,cc_brand_name,cc_color_name,cc_brandxcolor,cc_wearing_period,cc,cc_dia,cc_g_dia,cc_okasan,cc_seisa
TRUE,TRUE,-,坂田さん確認中,-,-,4721,他社,ラルム,ミルクブラウン,1month,"1,650",2,0,14.2,13.6,8.7,38,UVカット,UVカット,#a08061,-,https://drive.google.com/file/d/1kydJim43EBn33sggW4-2f61gtDQTQMGI/view?usp=drive_link,https://drive.google.com/file/d/1pQ0Urle67eO85wVXqeTsz99tCa3Bx_1s/view?usp=drive_link,https://drive.google.com/open?id=14jbB9zkRDocuDY5RoWlyeuQT4eRwEo0B&usp=drive_copy,https://drive.google.com/open?id=1OCCWZNR6UiVNpR2wEDZU4b26ejydhn4q&usp=drive_copy,/Users/asano/Desktop/data/Links/1month/ラルム/ミルクブラウン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/ラルム/ミルクブラウン/lens.jpg,/Users/asano/Desktop/data/Links/1month/ラルム/ミルクブラウン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/ラルム/ミルクブラウン/茶目/brown.jpg,-,-,度なしのみ,-,-ミルクブラウン,ブルー,生まれつき裸眼きれいで><が通用しそう,サブカル系に激推ししたい！映えまくる高発色ブルー,,ラルム,ピーチマカロン,ピーチマカロン,1day,#N/A,14.5mm,13.8mm,ピンク,1
TRUE,TRUE,OK,-,MLT0001,udr,4722,他社,メロット,うるみドロップ,1day,"1,793",10,-8,14.2,13.3,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1lnrXhaimLp2D6qJsKoMkx_az3N4IKczi/view?usp=drive_link,https://drive.google.com/file/d/1dZE59uqyB4KWVcFNAfN_tJsr69frDkAV/view?usp=drivesdk,https://drive.google.com/drive/folders/13oj_9BoKOSjhi16qvzb3v_IIpP9yaNus,https://drive.google.com/drive/folders/1U3wnwXCrwk9Ry27KaUOdsC_PDFTukKDW,/Users/asano/Desktop/data/Links/1day/メロット/うるみドロップ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/うるみドロップ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/うるみドロップ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/うるみドロップ/茶目/brown.jpg,https://static.growthpalette.com/img/post/38a02310-50f4-42a5-83a4-089535c7183c/85562e2840228ab9770a6d226f23a980.jpg,https://static.growthpalette.com/img/post/e81f3518-198f-4ce5-b33e-3d2a739527f4/c441324104bb2398cdcdda7ce9c343e0.jpg,度なし（±0.00）〜8.00,-,MLT0001うるみドロップ,ブラウン,浮いて見えないナチュラルな水光カラコン○o。,浮いて見えないナチュラルな水光カラコン！,-,ラルム,ピーチマカロン,ピーチマカロン,1month,#N/A,14.5mm,13.8mm,ピンク,1
TRUE,TRUE,OK,-,MLT0001,onm,4723,他社,メロット,オンリーマイン,1day,"1,793",10,-8,14.2,13,8.6,38,"モイスト,UVカット","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1o0yg4qoDsbpVs1L3FfzYINdBdQ9XKPfS/view?usp=drive_link,https://drive.google.com/file/d/1vLhxynbcWvdeTXyHE3GXixAtGOwKMf6d/view?usp=drivesdk,https://drive.google.com/drive/folders/1MNw8JRC4-vgT1xYyV8Qxc-oYADmHYwyL,https://drive.google.com/drive/folders/1Wvv3_GeNoakm6t7rCxZF3INtpurpZaoL,/Users/asano/Desktop/data/Links/1day/メロット/オンリーマイン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/オンリーマイン/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/オンリーマイン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/オンリーマイン/茶目/brown.jpg,https://static.growthpalette.com/img/post/38a02310-50f4-42a5-83a4-089535c7183c/85562e2840228ab9770a6d226f23a980.jpg,https://static.growthpalette.com/img/post/e81f3518-198f-4ce5-b33e-3d2a739527f4/c441324104bb2398cdcdda7ce9c343e0.jpg,度なしのみ,-,MLT0001オンリーマイン,ベージュ,"ぽわんと明るくトーンアップ♡
着色しっかりなのにナチュラル風",-,-,ラルム,ピンクチュール,ピンクチュール,1day,#N/A,14.5mm,13.8mm,ピンク,1
TRUE,TRUE,OK,-,MLT0001,ctrg,4724,他社,メロット,キャットリング,1day,"1,793",10,-8,14.2,13.3,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1t266Cvd1BQ03ugrtawVIZQ_S5aM1RioL/view?usp=drive_link,https://drive.google.com/file/d/1WJN2BaGxjI9qrEBxds_oxpzoqJ0w6d38/view?usp=drivesdk,https://drive.google.com/drive/folders/1Z64s9BRqkMNgDAYvruL8FduiLxu4KuqR,https://drive.google.com/drive/folders/1H9D2d_tGvG9ALsVoQpxDWMz8BmQmz51u,/Users/asano/Desktop/data/Links/1day/メロット/キャットリング/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/キャットリング/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/キャットリング/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/キャットリング/茶目/brown.jpg,https://static.growthpalette.com/img/post/1d05cf72-9646-4fba-902b-3c53654697f0/1956ab32877ce19fa0ae0dcbc709f677.jpg,https://static.growthpalette.com/img/post/b23b37df-8a69-484f-99eb-a76722ca2206/13d5f5b1e6e60a6d7d44ff7de4156f4e.jpg,度なし（±0.00）〜8.00,-,MLT0001キャットリング,パープル,青み強くないからイエベさんにもおすすめ👍️,青み強くないからイエベさんにもおすすめ,-,ラルム,ベロアチョコ,ベロアチョコ,1day,#N/A,14.5mm,13.8mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,crmu,4725,他社,メロット,クライミューズ,1day,"1,793",10,-8,14.2,13,8.6,38,"モイスト,UVカット","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1GWBRJH1KPDlCkyl4i6lDAS1i1th8k407/view?usp=drive_link,https://drive.google.com/file/d/1nHT46f0-ddmVUfqWBP8GNMBM87CuBI9c/view?usp=drivesdk,https://drive.google.com/drive/folders/18XsEs4Grcxb1IKwvcjg5qq_cRLh4HE3q,https://drive.google.com/drive/folders/1leiRuZsKrqd1fXSNdvhwd9Ti-viySZyZ,/Users/asano/Desktop/data/Links/1day/メロット/クライミューズ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/クライミューズ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/クライミューズ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/クライミューズ/茶目/brown.jpg,https://static.growthpalette.com/img/post/471a63a4-9c63-41b8-8d68-9ad4249cfc4c/72a8af5e512ee08eefde7c705e523fd3.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-SCBE-4.jpg,度なしのみ,-,MLT0001クライミューズ,ベージュ,"青すぎない青コン使いやすい(T_T)♡
シフォンっぽい質感なのもかわいい！",-,-,ラルム,ベロアチョコ,ベロアチョコ,1month,#N/A,14.5mm,13.8mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,scbe,4726,他社,メロット,シークレットベア,1day,"1,793",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1pG6NL1pUISqggrpnpp4U9sQ1zsv696lV/view?usp=drivesdk,https://drive.google.com/file/d/1Rrh3RC-uFTsgcbUXDS76XGCLF-3e6rTl/view?usp=drivesdk,https://drive.google.com/drive/folders/160Kawsq1Ml1ox5Pl-U1CPm63jjWAJMBC,https://drive.google.com/drive/folders/1cbbtVJG6EVy2fOK1eeNzBdRIpx6Cu0Wf,/Users/asano/Desktop/data/Links/1day/メロット/シークレットベア/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/シークレットベア/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/シークレットベア/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/シークレットベア/茶目/brown.jpg,https://static.growthpalette.com/img/post/471a63a4-9c63-41b8-8d68-9ad4249cfc4c/72a8af5e512ee08eefde7c705e523fd3.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-SCBE-4.jpg,度なし（±0.00）〜8.00,-,MLT0001シークレットベア,グレー,フチありくりっと甘めなブラウン💗,フチありくりっと甘めなブラウン,-,ラルム,マロンドーナツ,マロンドーナツ,1day,#N/A,14.5mm,14.0mm,ベージュ,1
TRUE,TRUE,OK,-,MLT0001,df,4727,他社,メロット,ダーリンフィグ,1day,"1,793",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1qG4cHAPjxFNkDRoL3RBmDiUFD9kq6P81/view?usp=drivesdk,https://drive.google.com/file/d/1jdvXajNs-gCXwfcRERYCKDvbtJWNfvOL/view?usp=drivesdk,https://drive.google.com/drive/folders/1QeC60D7bjQNaIj-xqwCUIQ9J_xQw7Ip0,https://drive.google.com/drive/folders/19uLK2o8lY9bpHu4uF52Oi3_SN7207zYA,/Users/asano/Desktop/data/Links/1day/メロット/ダーリンフィグ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ダーリンフィグ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ダーリンフィグ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ダーリンフィグ/茶目/brown.jpg,https://static.growthpalette.com/img/post/8d32639a-aa70-4fb7-ae8f-afa5d1ec17c4/2c8d8dac41c11e478dada03d8bdfe04b.jpg,https://static.growthpalette.com/img/post/d33bb590-4c77-4613-a0d0-9e84d26b0830/6a3074732366df3ecf2c06cd9986d086.jpg,度なし（±0.00）〜8.00,-,MLT0001ダーリンフィグ,-,うっとりする絶妙発色でモテる色っぽeyeに♡,うっとりする絶妙発色でモテる色っぽeyeに♡,-,ラルム,マロンドーナツ,マロンドーナツ,1month,#N/A,14.5mm,14.0mm,ベージュ,1
TRUE,TRUE,OK,-,MLT0001,plrg,4728,他社,メロット,パールリング,1day,"1,793",10,-8,14.2,13.3,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1JSk0_vYHRbLK8kjb4dxdGQ7_9Z0yKSYL/view?usp=drivesdk,https://drive.google.com/file/d/1URPWL6iZ2kzpuBqOpnzJt--FxKcJEFIk/view?usp=drivesdk,https://drive.google.com/drive/folders/19EYpPiA-yjvMarvM6ITuoIigBGXAWPve,https://drive.google.com/drive/folders/17ZvYDKcvTpeq6xEQbuUecWkCGUm-bPqS,/Users/asano/Desktop/data/Links/1day/メロット/パールリング/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/パールリング/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/パールリング/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/パールリング/茶目/brown.jpg,https://static.growthpalette.com/img/post/ae534a48-deef-4eeb-9572-4b8b9f8b2450/fc57c408769a73fb62fbbcb0e8c8c791.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-PLRG-4.jpg,度なし（±0.00）〜8.00,-,MLT0001パールリング,-,"ちょうどいいサイズ感で立体感も程よく♡
1度着けたら沼っちゃうかも...",ちょうどいいサイズ感で立体感も程よく♡1度着けたら沼っちゃうかも,-,ラルム,ミルキーウェイ,ミルキーウェイ,1day,#N/A,14.2mm,13.6mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,bebd,4729,他社,メロット,ビーブロンド,1day,"1,793",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1GXpXQL8LwkpQcSlbW87Ertt9MwRTP5y8/view?usp=drivesdk,https://drive.google.com/file/d/1JBqwNXe1Dx3GEuN-Z0Xoot2D8dvIjidX/view?usp=drivesdk,https://drive.google.com/drive/folders/1sioQDQ2jKHmjclXhmtjf802qrRaWHLcf,https://drive.google.com/drive/folders/1-5Yr4R2sm9FiVEhBJnsthKSPnsTyc9So,/Users/asano/Desktop/data/Links/1day/メロット/ビーブロンド/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ビーブロンド/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ビーブロンド/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ビーブロンド/茶目/brown.jpg,https://static.growthpalette.com/img/post/e0cd6328-0d54-46d5-9e51-e11b34ca6b89/8bcf9347cb67ef806ed91f8bc9b1855f.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-BEBD-4.jpg,度なし（±0.00）〜8.00,-,MLT0001ビーブロンド,-,大人っぽ茶目コン♡フチなしでめちゃ馴染む！,大人っぽ茶目コン♡フチなしでめちゃ馴染む！,-,ラルム,ミルクブラウン,ミルクブラウン,1day,#N/A,14.2mm,13.6mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,hnrl,4730,他社,メロット,ヒロインルール,1day,"1,793",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1I0_NxaSFn26mQeA1TxdnygZM4PhcasX9/view?usp=drivesdk,https://drive.google.com/file/d/1ntwx2qqXsS_hBpGkaIdgKQDOcAGuv8l-/view?usp=drivesdk,https://drive.google.com/drive/folders/1uhP9VUIWqiV73h_RLD38lh8mJJBGOOXV,https://drive.google.com/drive/folders/1MpNg4IRflWHRxzQWOE2pExkOC-DNpJK7,/Users/asano/Desktop/data/Links/1day/メロット/ヒロインルール/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ヒロインルール/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ヒロインルール/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ヒロインルール/茶目/brown.jpg,https://static.growthpalette.com/img/post/6e9e4b92-67dc-4c4a-b987-020b761b5820/f91bd5a5099abfd32ad3fdb2581ca991.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-HNRL-4.jpg,度なし（±0.00）〜8.00,-,MLT0001ヒロインルール,-,ビー玉みたいにうるうるの目になれる！,ビー玉みたいにうるうるの目になれる！,-,ラルム,ミルクブラウン,ミルクブラウン,1month,#N/A,14.2mm,13.6mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,mkpf,4731,他社,メロット,ミルクパフ,1day,"1,793",10,-8,14.2,13.3,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1-m-7YIRSSg8lolzdu5te2YFK8LNVetzc/view?usp=drivesdk,https://drive.google.com/file/d/1y1X1OPS6h4mgAZ2sCwq--5L6JuVDgyhu/view?usp=drivesdk,https://drive.google.com/drive/folders/1V6bbJ_pYTP1CP8cqe3oQxDNBMCojep2n,https://drive.google.com/drive/folders/1GyhSJZbcwk3xrFW8D0N41kSQmg5tedoc,/Users/asano/Desktop/data/Links/1day/メロット/ミルクパフ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ミルクパフ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ミルクパフ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ミルクパフ/茶目/brown.jpg,https://static.growthpalette.com/img/post/49d07fb4-f991-4b59-ae49-cb635f2d6872/ac80c411211ef4c244b068b36db35a8c.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-MKPF-4.jpg,度なし（±0.00）〜8.00,-,MLT0001ミルクパフ,-,"ふわっとフチで甘い瞳になれて、
ナチュラルに透明感も出せちゃう♡",ふわっとフチで甘い瞳になれて、ナチュラルに透明感もでます,-,ラルム,メルティリング,メルティリング,1day,#N/A,14.2mm,13.2mm,ベージュ,1
TRUE,TRUE,OK,-,MLT0001,mly,4732,他社,メロット,モアレディ,1day,"1,793",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1bSv2gMDM9LQZZhfpOGQWjlx3TXLDD0DS/view?usp=drivesdk,https://drive.google.com/file/d/1dSnG12KgpN82P5jphbGf5qqdvaqwVTZb/view?usp=drivesdk,https://drive.google.com/drive/folders/1b6J11UJOjjOag4COTjMsJesLPYadPSkB,https://drive.google.com/drive/folders/1L9eBHCWtdn83ZnZX_TQVtEAJztEskimX,/Users/asano/Desktop/data/Links/1day/メロット/モアレディ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/モアレディ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/モアレディ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/モアレディ/茶目/brown.jpg,https://static.growthpalette.com/img/post/c47f1195-d2bc-49fc-a7d1-a61bc28f85ff/62779de0a1f21133621b0d069af0bd8b.jpg,https://static.growthpalette.com/img/post/dd9104eb-a3f4-462e-a563-d0faff1bc55d/2a7cfd6b9dcf7907ca6c40b8f6a36c7b.jpg,度なし（±0.00）〜8.00,-,MLT0001モアレディ,-,"こっそりキラキラで上品なモテる瞳に♡
ダークブラウンで黒すぎない！",こっそりキラキラで上品なモテる瞳に♡ダークブラウンで黒すぎない！,MLT0001,メロット,うるみドロップ,MLT0001うるみドロップ,1day,ブラウン,14.2mm,13.3mm,ブラウン,1
TRUE,TRUE,OK,-,MLT0001,rtrs,4733,他社,メロット,ロマンティックローズ,1day,"1,793",10,-8,14.2,13.3,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#c9d3d7,-,https://drive.google.com/file/d/1w_vak9P5QJ_gcoetbjVGQdCd-gjfP_di/view?usp=drivesdk,https://drive.google.com/file/d/1DyeTnTl0YwGi2pZGhvZNZ9J48QmZdbut/view?usp=drivesdk,https://drive.google.com/drive/folders/1RHD3f9MW32t13ZFsXOliUrwBF3iNJ5aU,https://drive.google.com/drive/folders/1mSuv6xu9VEQGGyL12TY77rblgX4Wbrmk,/Users/asano/Desktop/data/Links/1day/メロット/ロマンティックローズ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ロマンティックローズ/lens.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ロマンティックローズ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/メロット/ロマンティックローズ/茶目/brown.jpg,https://static.growthpalette.com/img/post/82987245-ad03-40b0-97a7-7814f979512c/b909aac4847f4641779e20cabfad29ce.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MLT0001-RTRS-4.jpg,度なし（±0.00）〜8.00,-,MLT0001ロマンティックローズ,-,"ピンクの主張が強すぎない
じゅわっと淡いピンクカラコン🎀",ピンクの主張が強すぎないじゅわっと淡いピンクカラコン,MLT0001,メロット,オンリーマイン,MLT0001オンリーマイン,1day,ブラウン,14.2mm,13.0mm,ブラウン,1
TRUE,TRUE,OK,-,FLU0006,tmdg,4734,他社,フルーリー,お月見だんご,1month,"1,760",3,-8,15,14.3,8.7,38,UVカット,UVカット,#a08061,-,https://drive.google.com/file/d/1BnbTgHYt8XA3BVRWds11G4q9mFRyfjSz/view?usp=drivesdk,https://drive.google.com/file/d/1JFZtHybv6UKgDBnGsWvy_FigNagF6sIl/view?usp=drivesdk,https://drive.google.com/drive/folders/1sRZniCOuNOMVuS58CDuqI0q96v1SWX4E,https://drive.google.com/drive/folders/1xQDzCyvBq8-Iaw-1rFEF6AEmNPez-uAk,/Users/asano/Desktop/data/Links/1month/フルーリー/お月見だんご/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/お月見だんご/lens.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/お月見だんご/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/お月見だんご/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-TMDG-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-TMDG-4.jpg,度なしのみ,-,FLU0006お月見だんご,-,"みたらし団子みたいなツヤ感✨️
オレンジっぽくしっかり水光",-,MLT0001,メロット,キャットリング,MLT0001キャットリング,1day,グレー,14.2mm,13.3mm,グレー,1
TRUE,TRUE,OK,-,FLU0006,sksd,4735,他社,フルーリー,スイカソーダ,1month,"1,760",3,-8,15,14.1,8.7,38,UVカット,UVカット,#a08061,-,https://drive.google.com/open?id=1GYyV3PAQaMyeUCLHo0bxy6eV6YgpYnj5&usp=drive_copy,https://drive.google.com/file/d/1RM8r1AVZdNdFd3klUF2RguYvA7hRpC0Q/view?usp=drivesdk,https://drive.google.com/drive/folders/1WdgdONqsihUP_L-H6tTkvb2Dtxw9F6Zk,https://drive.google.com/drive/folders/1E-in8SA_EXmgQvSI7zSr1ZaXdIAuN9ZF,/Users/asano/Desktop/data/Links/1month/フルーリー/スイカソーダ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/スイカソーダ/lens.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/スイカソーダ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/スイカソーダ/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-SKSD-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-SKSD-3.jpg,度なしのみ,-,FLU0006スイカソーダ,-,"スイカみたいな赤じゃなくて
ラベンダーピンクっぽい！",-,MLT0001,メロット,クライミューズ,MLT0001クライミューズ,1day,"ブルー,グレー",14.2mm,13.0mm,ブルー,1
TRUE,TRUE,OK,-,FLU0006,tkro,4736,他社,フルーリー,トゥンカロン,1month,"1,760",3,-8,15,14.3,8.7,38,UVカット,UVカット,#a08061,-,https://drive.google.com/file/d/1EgrQJNA1HI2SMq1AyJOto3yh0r39ZglZ/view?usp=drivesdk,https://drive.google.com/file/d/19R93wHFwhHAvT4R-bwVlCJdD4It1VTb5/view?usp=drivesdk,https://drive.google.com/drive/folders/1dgywn0q10BdA72TIbzuFxPjfO_BttaZ_,https://drive.google.com/drive/folders/13O_24l7sm9u2ZYfficPVXGZosGiepg9r,/Users/asano/Desktop/data/Links/1month/フルーリー/トゥンカロン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/トゥンカロン/lens.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/トゥンカロン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/トゥンカロン/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-TKRO-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0006-TKRO-3.jpg,度なしのみ,-,FLU0006トゥンカロン,-,"でっかいけどデザイン的にナチュラルで
毎日使えそう～♡",-,MLT0001,メロット,シークレットベア,MLT0001シークレットベア,1day,ブラウン,14.2mm,13.5mm,ブラウン,1
TRUE,TRUE,OK,-,FLU0004,kndb,4737,他社,フルーリー,もっとキマグレネコ,1month,"1,760",3,-8,14.5,14,8.7,38,"UVカット,8",UVカット,#a08061,-,https://drive.google.com/file/d/1h3cYMMuQEdigAR9ISkRb9Bmoo190Nc_L/view?usp=drivesdk,https://drive.google.com/file/d/126Z5ynSFCL_YoihKuIXRLpMEA4PWrz9p/view?usp=drivesdk,https://drive.google.com/drive/folders/115S7UpIMbKNWEe9eNJSauKwUAERJqUzi,https://drive.google.com/drive/folders/1YPKNYx9UBf0GQuFdbgMRdE2lGwI3meme,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとキマグレネコ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとキマグレネコ/lens.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとキマグレネコ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとキマグレネコ/茶目/brown.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0004-KNDB-1.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/FLU0004-KNDB-3.jpg,度なし（±0.00）〜8.00,-,FLU0004もっとキマグレネコ,-,"ココアみたいなダークブラウンがまじかわいい。
愛くるしい目になる///",ココアみたいなダークブラウンがまじかわいい。愛くるしい目になる🥺,MLT0001,メロット,ダーリンフィグ,MLT0001ダーリンフィグ,1day,グレー,14.2mm,13.5mm,グレー,1
TRUE,TRUE,OK,-,FLU0004,ptbr,4738,他社,フルーリー,もっとぽんぽこたぬき,1month,"1,760",3,-8,14.5,14,8.7,38,UVカット,UVカット,#a08061,-,https://drive.google.com/file/d/1Ozu4ZGVwUvQLce7DWAAaQbrpr5ALr-zJ/view?usp=drivesdk,https://drive.google.com/file/d/1VNU3lUIsDlLZAUt7KjyPgwI1-VEGa5LV/view?usp=drivesdk,https://drive.google.com/drive/folders/1vSazT7y0bc5OI8t5o85G4GQ0ujLjldze,https://drive.google.com/drive/folders/1KOjYxXRMxUeWtlb467ZGJ78ZuT46DMuI,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとぽんぽこたぬき/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとぽんぽこたぬき/lens.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとぽんぽこたぬき/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/フルーリー/もっとぽんぽこたぬき/茶目/brown.jpg,https://static.growthpalette.com/img/post/95e1bc2b-d546-4654-b5d8-1d01f471ba4b/d3e34ba6f18562be9b73f5a3a1e92eed.jpg,https://static.growthpalette.com/img/post/19ae727b-79a2-4c84-ba34-767409668169/ce445c0cf544926fcbe24de652559077.jpg,度なしのみ,-,FLU0004もっとぽんぽこたぬき,-,"1dayよりも着色と柄感は派手め！
ギャルすぎないギャルにも良いかも",-,MLT0001,メロット,パールリング,MLT0001パールリング,1day,ベージュ,14.2mm,13.3mm,ベージュ,1
